xacml,datalog_subjects,datalog_objects,datalog_relationships,datalog_actions,carminati
"<Policy PolicyId=""RPSlist.23.0.0.1.4"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"" Version=""1.0"">
                        <Target>
                            <AnyOf>
<AllOf>
    <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-member</AttributeValue>
        <AttributeDesignator AttributeId=""role"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
    </Match>
    <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">false</AttributeValue>
        <AttributeDesignator AttributeId=""isConflicted"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
    </Match>
</AllOf>
                            </AnyOf>
                            <AnyOf>
<AllOf>
    <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
        <AttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
    </Match>
</AllOf>
                            </AnyOf>
                        </Target>
                        <Rule Effect=""Permit"" RuleId=""RPSlist.23.0.0.1.4.r.1"">
                            <Target>
<AnyOf>
    <AllOf>
        <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
            <AttributeDesignator AttributeId=""isEq-subjUserId-resUserId"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
        </Match>
    </AllOf>
</AnyOf>
                            </Target>
                        </Rule>
                        <Rule Effect=""Permit"" RuleId=""RPSlist.23.0.0.1.4.r.2"">
                            <Target>
<AnyOf>
    <AllOf>
        <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">discussion</AttributeValue>
            <AttributeDesignator AttributeId=""phase"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
        </Match>
    </AllOf>
</AnyOf>
                            </Target>
                        </Rule>
                        <Rule Effect=""Deny"" RuleId=""RPSlist.23.0.0.1.4.r.5"">
                            <Target/>
                        </Rule>
                    </Policy>","User(U), Role(U, R).","Resource(Res), Phase(Res, P).","is_conflicted(U) :- User(U), Role(U, R), R = ""pc-member"".
is_eq_subjUserId_resUserId(U, Res) :- User(U), Resource(Res).","can_read(U, Res) :- User(U), Resource(Res), Role(U, ""pc-member""), not is_conflicted(U), is_eq_subjUserId_resUserId(U, Res).
can_read(U, Res) :- User(U), Resource(Res), Role(U, ""pc-member""), not is_conflicted(U), Phase(Res, ""discussion"").
can_read(U, Res) :- User(U), Resource(Res), Role(U, ""pc-member""), not is_conflicted(U), not is_eq_subjUserId_resUserId(U, Res), not Phase(Res, ""discussion"").",
"<Policy PolicyId=""RPSlist.23.0.0.1.5.3.0"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"" Version=""1.0"">
<Target>
    <AnyOf>
        <AllOf>
            <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
                <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc_chair</AttributeValue>
                <AttributeDesignator AttributeId=""role"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
            </Match>
        </AllOf>
    </AnyOf>
    <AnyOf>
        <AllOf>
            <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
                <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
                <AttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
            </Match>
        </AllOf>
        <AllOf>
            <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
                <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">create</AttributeValue>
                <AttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
            </Match>
        </AllOf>
    </AnyOf>
</Target>
<Rule Effect=""Permit"" RuleId=""RPSlist.23.0.0.1.5.3.0.r.1"">
    <Target/>
</Rule>
                            </Policy>","User(U), Role(R).",Resource(Res).,"has_role(U, R) :- User(U), Role(R).","can_access(U, Res, Action) :- User(U), Resource(Res), Action(Action), has_role(U, 'pc_chair'), (Action = 'read'; Action = 'create').",
"<Policy PolicyId=""RPSlist.23.0.0.1.5.3.1"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"" Version=""1.0"">
<Target>
    <AnyOf>
        <AllOf>
            <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
                <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-chair</AttributeValue>
                <AttributeDesignator AttributeId=""role"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
            </Match>
        </AllOf>
    </AnyOf>
    <AnyOf>
        <AllOf>
            <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
                <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
                <AttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
            </Match>
        </AllOf>
    </AnyOf>
</Target>
<Rule Effect=""Permit"" RuleId=""RPSlist.23.0.0.1.5.3.1.r.1"">
    <Target/>
</Rule>
                            </Policy>","User(U), Role(R).",Resource(Res).,"has_role(U, R) :- User(U), Role(R).","can_access(U, Res, read) :- User(U), Resource(Res), has_role(U, pc-chair).",
"<Policy PolicyId=""RPSlist.23.0.0.1.5.3.2"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"" Version=""1.0"">
<Target>
    <AnyOf>
        <AllOf>
            <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
                <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-member</AttributeValue>
                <AttributeDesignator AttributeId=""role"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
            </Match>
            <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
                <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
                <AttributeDesignator AttributeId=""isMeeting"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
            </Match>
        </AllOf>
    </AnyOf>
    <AnyOf>
        <AllOf>
            <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
                <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
                <AttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
            </Match>
        </AllOf>
    </AnyOf>
</Target>
<Rule Effect=""Permit"" RuleId=""RPSlist.23.0.0.1.5.3.2.r.1"">
    <Target/>
</Rule>
                            </Policy>","User(U), Role(R).",Meeting(M).,"has_role(U, R) :- User(U), Role(R).","can_read(U, M) :- User(U), Meeting(M), has_role(U, ""pc-member""), is_meeting(M, true).",
"<Policy PolicyId=""RPSlist.23.0.0.1.5.3.3"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"" Version=""1.0"">
<Target/>
<Rule Effect=""Deny"" RuleId=""RPSlist.23.0.0.1.5.3.3.r.1"">
    <Target/>
</Rule>
                            </Policy>",,,,,
"<Policy PolicyId=""RPSlist.24.0.0"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"" Version=""1.0"">
                <Target>
                    <AnyOf>
                        <AllOf>
                            <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
<AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-chair</AttributeValue>
<AttributeDesignator AttributeId=""role"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
                            </Match>
                        </AllOf>
                    </AnyOf>
                    <AnyOf>
                        <AllOf>
                            <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
<AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
<AttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
                            </Match>
                        </AllOf>
                        <AllOf>
                            <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
<AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">create</AttributeValue>
<AttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
                            </Match>
                        </AllOf>
                    </AnyOf>
                </Target>
                <Rule Effect=""Permit"" RuleId=""RPSlist.24.0.0.r.1"">
                    <Target/>
                </Rule>
            </Policy>","User(U), Role(R).",Resource(Res).,"has_role(U, R) :- User(U), Role(R).","can_access(U, Res, Action) :- User(U), Resource(Res), Action(Action), has_role(U, 'pc-chair'), (Action = 'read'; Action = 'create').",
"<Policy PolicyId=""RPSlist.24.0.1"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"" Version=""1.0"">
                <Target>
                    <AnyOf>
                        <AllOf>
                            <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
<AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-member</AttributeValue>
<AttributeDesignator AttributeId=""role"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
                            </Match>
                        </AllOf>
                    </AnyOf>
                    <AnyOf>
                        <AllOf>
                            <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
<AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
<AttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
                            </Match>
                        </AllOf>
                    </AnyOf>
                </Target>
                <Rule Effect=""Permit"" RuleId=""RPSlist.24.0.1.r.1"">
                    <Target/>
                </Rule>
            </Policy>",PC_Member(S).,Resource(R).,,"can_access(S, R, read) :- PC_Member(S), Resource(R).",
"<Policy PolicyId=""RPSlist.24.0.2.1"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"" Version=""1.0"">
                    <Target>
                        <AnyOf>
                            <AllOf>
<Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-chair</AttributeValue>
    <AttributeDesignator AttributeId=""role"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
</Match>
                            </AllOf>
                        </AnyOf>
                        <AnyOf>
                            <AllOf>
<Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
    <AttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
</Match>
                            </AllOf>
                        </AnyOf>
                    </Target>
                    <Rule Effect=""Permit"" RuleId=""RPSlist.24.0.2.1.r.1"">
                        <Target/>
                    </Rule>
                </Policy>","User(U), Role(R).",Resource(Res).,"has_role(U, R) :- User(U), Role(R).","can_access(U, Res, read) :- User(U), Resource(Res), has_role(U, pc-chair).",
"<Policy PolicyId=""RPSlist.24.0.2.2"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"" Version=""1.0"">
                    <Target>
                        <AnyOf>
                            <AllOf>
<Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-member</AttributeValue>
    <AttributeDesignator AttributeId=""role"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
</Match>
<Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
    <AttributeDesignator AttributeId=""isMeeting"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
</Match>
                            </AllOf>
                        </AnyOf>
                        <AnyOf>
                            <AllOf>
<Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
    <AttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
</Match>
                            </AllOf>
                        </AnyOf>
                    </Target>
                    <Rule Effect=""Permit"" RuleId=""RPSlist.24.0.2.2.r.1"">
                        <Target/>
                    </Rule>
                </Policy>",PCMember(P).,Meeting(M).,is_meeting(M) :- Meeting(M).,"can_read(P, M) :- PCMember(P), Meeting(M), is_meeting(M).",
"<Policy PolicyId=""RPSlist.24.0.2.3"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"" Version=""1.0"">
                    <Target/>
                    <Rule Effect=""Deny"" RuleId=""RPSlist.24.0.2.3.r.1"">
                        <Target/>
                    </Rule>
                </Policy>",,,,deny_all :- false.,
