natural_language_statements,datalog_subjects,datalog_objects,datalog_relationships,datalog_actions
The administrator can delete the interaction between the two drugs.,Administrator(A).,"Drug(D1), Drug(D2).","has_interaction(D1, D2) :- Drug(D1), Drug(D2).","can_delete(A, D1, D2) :- Administrator(A), Drug(D1), Drug(D2), has_interaction(D1, D2)."
"The system shall enable the administrator to add a new entry for a reason ,",Administrator(A).,Reason(R).,,"can_add(A, R) :- Administrator(A), Reason(R)."
The system shall enable the administrator to modify the reason name in an existing entry .,Administrator(A).,"Entry(E), ReasonName(RN).","has_entry(A, E) :- Administrator(A), Entry(E).","can_modify(A, E, RN) :- Administrator(A), Entry(E), ReasonName(RN), has_entry(A, E)."
"The HCP may send the referral, cancel the referral , or edit the referral .",HCP(H).,Referral(R).,,"can_send(H, R) :- HCP(H), Referral(R). can_cancel(H, R) :- HCP(H), Referral(R). can_edit(H, R) :- HCP(H), Referral(R)."
"If the security question or answer has been set (it is not null) , present security question.",User(U).,"SecurityQuestion(SQ), SecurityAnswer(SA).","has_security_question(U, SQ) :- User(U), SecurityQuestion(SQ). has_security_answer(U, SA) :- User(U), SecurityAnswer(SA).","can_present_security_question(U, SQ) :- User(U), SecurityQuestion(SQ), has_security_question(U, SQ), not null(SQ). can_present_security_question(U, SQ) :- User(U), SecurityQuestion(SQ), has_security_answer(U, SA), not null(SA)."
"If the security question or answer has been set (it is not null) , obtain answer .",User(U).,"SecurityQuestion(SQ), SecurityAnswer(SA).","has_security_question(U, SQ) :- User(U), SecurityQuestion(SQ). has_security_answer(U, SA) :- User(U), SecurityAnswer(SA).","can_obtain_answer(U, SQ, SA) :- User(U), SecurityQuestion(SQ), SecurityAnswer(SA), has_security_question(U, SQ), has_security_answer(U, SA), not null(SQ), not null(SA)."
The LHCP may choose to override this warning,LHCP(L).,Warning(W).,"can_override(L, W) :- LHCP(L), Warning(W).","override_warning(L, W) :- LHCP(L), Warning(W), can_override(L, W)."
The LHCP may choose to confirm the date and time,LHCP(L).,Appointment(A).,"has_appointment(L, A) :- LHCP(L), Appointment(A).","can_confirm(L, A) :- LHCP(L), Appointment(A), has_appointment(L, A)."
The LHCP may cancel and return to referring page.,LHCP(L).,Page(P).,refers_to(P) :- Page(P).,"can_cancel_and_return(L, P) :- LHCP(L), Page(P), refers_to(P)."
The patient is then able to write a textual description which describes the symptoms of the adverse event and to save the information.,Patient(P).,"AdverseEvent(AE), TextualDescription(TD).","has_symptom(AE, TD) :- AdverseEvent(AE), TextualDescription(TD).","can_write_and_save(P, AE, TD) :- Patient(P), AdverseEvent(AE), TextualDescription(TD), has_symptom(AE, TD)."
The HCP saves the new lab procedure,HCP(H).,LabProcedure(LP).,is_new(LP) :- LabProcedure(LP).,"can_save(H, LP) :- HCP(H), LabProcedure(LP), is_new(LP)."
"The HCP cancels the lab procedure creation , .",HCP(H).,LabProcedure(L).,"created_by(L, H) :- LabProcedure(L), HCP(H).","can_cancel(H, L) :- HCP(H), LabProcedure(L), created_by(L, H)."
The HCP enters a MID or a patient  or name of a patient,HCP(H).,"Patient(P), MID(M), Name(N).","has_mid(P, M) :- Patient(P), MID(M). has_name(P, N) :- Patient(P), Name(N).","can_enter(H, X) :- HCP(H), (Patient(X); MID(X); Name(X))."
The HCP confirms their selection .,HCP(H).,Selection(S).,"has_selection(H, S) :- HCP(H), Selection(S).","can_confirm(H, S) :- HCP(H), Selection(S), has_selection(H, S)."
A user enters their MID and their password to gain role-based entry into the iTrust Medical Records system,User(U).,"System(S), Role(R).","has_credential(U, MID, Password) :- User(U).
has_role(U, R) :- User(U), Role(R).","can_access(U, S) :- User(U), System(S), has_credential(U, MID, Password), has_role(U, R)."
A user requests that their password be changed .,User(U).,Password(PW).,"has_password(U, PW) :- User(U), Password(PW).","can_request_password_change(U, PW) :- User(U), Password(PW), has_password(U, PW)."
The patient selects one of these appointments,Patient(P).,Appointment(A).,"has_appointment(P, A) :- Patient(P), Appointment(A).","can_select(P, A) :- Patient(P), Appointment(A), has_appointment(P, A)."
and the request is saved.,Requester(R).,Request(REQ).,saved_request(REQ) :- Request(REQ).,"save_request(R, REQ) :- Requester(R), Request(REQ), saved_request(REQ)."
HCPs can return to an office visit,HCP(H).,OfficeVisit(V).,"has_visited(H, V) :- HCP(H), OfficeVisit(V).","can_return(H, V) :- HCP(H), OfficeVisit(V), has_visited(H, V)."
HCPs can modify or delete the fields of the office visit .,HCP(H).,OfficeVisit(OV).,"has_access_to(H, OV) :- HCP(H), OfficeVisit(OV).","can_modify(H, OV) :- HCP(H), OfficeVisit(OV), has_access_to(H, OV). can_delete(H, OV) :- HCP(H), OfficeVisit(OV), has_access_to(H, OV)."
"If a patient or personal health representative has not taken an office visit satisfaction survey for an office visit yet, the patient may choose to take the survey for an office visit","Patient(P), PersonalHealthRepresentative(R).","OfficeVisit(V), Survey(S).","has_visit(P, V) :- Patient(P), OfficeVisit(V).
has_visit(R, V) :- PersonalHealthRepresentative(R), OfficeVisit(V).
has_survey(S, V) :- Survey(S), OfficeVisit(V).
taken_survey(P, S, V) :- Patient(P), Survey(S), OfficeVisit(V).
taken_survey(R, S, V) :- PersonalHealthRepresentative(R), Survey(S), OfficeVisit(V).","can_take_survey(P, S, V) :- Patient(P), Survey(S), OfficeVisit(V), has_visit(P, V), has_survey(S, V), not taken_survey(P, S, V).
can_take_survey(R, S, V) :- PersonalHealthRepresentative(R), Survey(S), OfficeVisit(V), has_visit(R, V), has_survey(S, V), not taken_survey(R, S, V)."
"(if the survey has already been taken, the patient or personal health representative will not have the ability to take the survey )","Patient(P), PersonalHealthRepresentative(R).",Survey(S).,"has_taken(P, S) :- Patient(P), Survey(S). has_taken(R, S) :- PersonalHealthRepresentative(R), Survey(S).","can_take(P, S) :- Patient(P), Survey(S), not has_taken(P, S). can_take(R, S) :- PersonalHealthRepresentative(R), Survey(S), not has_taken(R, S)."
"(if the survey has already been taken, the patient or personal health representative will not have the ability to view their previously submitted survey)","Patient(P), PersonalHealthRepresentative(R).",Survey(S).,"has_taken(P, S) :- Patient(P), Survey(S). has_taken(R, S) :- PersonalHealthRepresentative(R), Survey(S).","can_view(P, S) :- Patient(P), Survey(S), not has_taken(P, S). can_view(R, S) :- PersonalHealthRepresentative(R), Survey(S), not has_taken(R, S)."
"An unlicensed personnel can enter and edit demographic information, diagnosis, office visit notes and other medical information,",UnlicensedPersonnel(U).,"DemographicInfo(DI), Diagnosis(DG), OfficeVisitNotes(OVN), MedicalInfo(MI).","has_access_to(U, DI) :- UnlicensedPersonnel(U), DemographicInfo(DI). has_access_to(U, DG) :- UnlicensedPersonnel(U), Diagnosis(DG). has_access_to(U, OVN) :- UnlicensedPersonnel(U), OfficeVisitNotes(OVN). has_access_to(U, MI) :- UnlicensedPersonnel(U), MedicalInfo(MI).","can_enter(U, DI) :- UnlicensedPersonnel(U), DemographicInfo(DI), has_access_to(U, DI). can_edit(U, DI) :- UnlicensedPersonnel(U), DemographicInfo(DI), has_access_to(U, DI). can_enter(U, DG) :- UnlicensedPersonnel(U), Diagnosis(DG), has_access_to(U, DG). can_edit(U, DG) :- UnlicensedPersonnel(U), Diagnosis(DG), has_access_to(U, DG). can_enter(U, OVN) :- UnlicensedPersonnel(U), OfficeVisitNotes(OVN), has_access_to(U, OVN). can_edit(U, OVN) :- UnlicensedPersonnel(U), OfficeVisitNotes(OVN), has_access_to(U, OVN). can_enter(U, MI) :- UnlicensedPersonnel(U), MedicalInfo(MI), has_access_to(U, MI). can_edit(U, MI) :- UnlicensedPersonnel(U), MedicalInfo(MI), has_access_to(U, MI)."
An unlicensed personnel can view records.,Personnel(P).,Record(R).,unlicensed(P) :- Personnel(P).,"can_view(P, R) :- Personnel(P), Record(R), unlicensed(P)."
An HCP is able to create a patient,HCP(H).,Patient(P).,,"can_create(H, P) :- HCP(H), Patient(P)."
An HCP is disable a selected patient .,HCP(H).,Patient(P).,"selected_patient(H, P) :- HCP(H), Patient(P).","can_disable(H, P) :- HCP(H), Patient(P), selected_patient(H, P)."
He or she can select a patient,User(U).,Patient(P).,,"can_select(U, P) :- User(U), Patient(P)."
then He or she can enter data.,User(U).,Data(D).,,"can_enter(U, D) :- User(U), Data(D)."
"The LHCP opens the message to which he or she wishes to reply ,",LHCP(L).,Message(M).,"wishes_to_reply(L, M) :- LHCP(L), Message(M).","can_open(L, M) :- LHCP(L), Message(M), wishes_to_reply(L, M)."
The LHCP clicks the reply link above the message text.,LHCP(L).,"Message(M), ReplyLink(R).","above(R, M) :- ReplyLink(R), Message(M).","can_click(L, R) :- LHCP(L), ReplyLink(R), above(R, M)."
The health care personnel enters a MID  of a patient,HealthCarePersonnel(H).,"Patient(P), MID(M).","has_mid(P, M) :- Patient(P), MID(M).","can_enter(H, P, M) :- HealthCarePersonnel(H), Patient(P), MID(M), has_mid(P, M)."
The health care personnel confirms their selection .,HealthCarePersonnel(H).,Selection(S).,"has_selection(H, S) :- HealthCarePersonnel(H), Selection(S).","can_confirm(H, S) :- HealthCarePersonnel(H), Selection(S), has_selection(H, S)."
The LHCP enters a patient medical identification number (MID),LHCP(L).,"Patient(P), MID(M).","has_mid(P, M) :- Patient(P), MID(M).","can_enter(L, P, M) :- LHCP(L), Patient(P), MID(M), has_mid(P, M)."
The LHCP confirms his or her input .,LHCP(L).,Input(I).,"has_input(L, I) :- LHCP(L), Input(I).","can_confirm(L, I) :- LHCP(L), Input(I), has_input(L, I)."
"The administrator shall be allowed to assign a LT to a single hospital,",Administrator(A).,"LT(LT), Hospital(H).","assigned_to(LT, H) :- LT(LT), Hospital(H).","can_assign(A, LT, H) :- Administrator(A), LT(LT), Hospital(H), not assigned_to(LT, H)."
and the administrator can choose among only the hospitals provided in the hospital list pull down menu.,Administrator(A).,Hospital(H).,in_hospital_list(H) :- Hospital(H).,"can_choose(A, H) :- Administrator(A), Hospital(H), in_hospital_list(H)."
The HCP is presented with a confirmation containing the name of the patient,HCP(H).,"Patient(P), Confirmation(C).","contains(C, P) :- Confirmation(C), Patient(P).","presented_with(H, C) :- HCP(H), Confirmation(C), contains(C, P)."
The HCP determines if it is the patient they intend to deactivate .,HCP(H).,Patient(P).,"intends_to_deactivate(H, P) :- HCP(H), Patient(P).","can_deactivate(H, P) :- HCP(H), Patient(P), intends_to_deactivate(H, P)."
The user can choose a malaria diagnosis,User(U).,Diagnosis(D).,has_malaria_diagnosis(D) :- Diagnosis(D).,"can_choose(U, D) :- User(U), Diagnosis(D), has_malaria_diagnosis(D)."
"The user can type in the desired zip code and a week (which may be selected by start and end date, start date only, calendar control, dropdown, or any other suitable means) within the last year .",User(U).,"ZipCode(Z), Week(W).","can_input_zipcode(U, Z) :- User(U), ZipCode(Z). can_input_week(U, W) :- User(U), Week(W), within_last_year(W).","can_access_data(U, Z, W) :- User(U), ZipCode(Z), Week(W), can_input_zipcode(U, Z), can_input_week(U, W)."
"The patients are created,",Patient(P).,,,create_patient(P) :- Patient(P).
"the tables are populated,",,,,
and the MIDS and temporary passwords are displayed to the HCP in a table.,HCP(H).,"MIDS(M), TemporaryPassword(TP).","displayed_to(H, M, TP) :- HCP(H), MIDS(M), TemporaryPassword(TP).","can_view(H, M, TP) :- displayed_to(H, M, TP)."
The user can choose a influenza diagnosis,User(U).,Diagnosis(D).,"has_diagnosis(U, D) :- User(U), Diagnosis(D).","can_choose(U, D) :- User(U), Diagnosis(D), has_diagnosis(U, D)."
"The user can type in the desired zip code  and a week (which may be selected by start and end date, start date only, calendar control, dropdown, or any other suitable means) within the last year .",User(U).,"ZipCode(Z), Week(W).",within_last_year(W) :- Week(W).,"can_input(U, Z, W) :- User(U), ZipCode(Z), Week(W), within_last_year(W)."
"The administrator shall be allowed to assign a LHCP to multiple hospitals,","Administrator(A), LHCP(L).",Hospital(H).,"assigned_to(L, H) :- LHCP(L), Hospital(H).","can_assign(A, L, H) :- Administrator(A), LHCP(L), Hospital(H)."
the administrator can choose among only the hospitals provided in the hospital list pull down menu.,Administrator(A).,Hospital(H).,in_hospital_list(H) :- Hospital(H).,"can_choose(A, H) :- Administrator(A), Hospital(H), in_hospital_list(H)."
"The LHCP enters the patient MID ,",LHCP(L).,"Patient(P), MID(M).","has_mid(P, M) :- Patient(P), MID(M).","can_enter(L, P, M) :- LHCP(L), Patient(P), MID(M), has_mid(P, M)."
"The LHCP selects the type of appointment from a pull-down menu of the existing appointment types,",LHCP(L).,AppointmentType(AT).,"has_access_to(L, AT) :- LHCP(L), AppointmentType(AT).","can_select(L, AT) :- LHCP(L), AppointmentType(AT), has_access_to(L, AT)."
"The LHCP enter the appointment date and start time (only a date or time equal or after the current date or time is allowed) (the user interface shall provide both the option of typing in a specific date in the date format and the option of selecting a date from a calendar for the current month),",LHCP(L).,"Appointment(A), Date(D), Time(T).","can_schedule(L, A, D, T) :- LHCP(L), Appointment(A), Date(D), Time(T), D >= current_date, T >= current_time.","enter_appointment(L, A, D, T) :- LHCP(L), Appointment(A), Date(D), Time(T), can_schedule(L, A, D, T)."
The LHCP enter comment (optional) up to 1000 characters such as reason for the appointment .,LHCP(L).,Comment(C).,"enters_comment(L, C) :- LHCP(L), Comment(C).","can_enter_comment(L, C) :- LHCP(L), Comment(C)."
The HCP enters a MID  or name of a patient,HCP(H).,Patient(P).,"enters(H, P) :- HCP(H), Patient(P).","can_access_patient_info(H, P) :- HCP(H), Patient(P), enters(H, P)."
The HCP confirms their selection .,HCP(H).,Selection(S).,"has_selection(H, S) :- HCP(H), Selection(S).","can_confirm(H, S) :- HCP(H), Selection(S), has_selection(H, S)."
"A patient wants to renew the patient's expired prescriptions (i.e., prescriptions' end dates are earlier than the current date)",Patient(P).,"Prescription(PR), Date(CURRENT_DATE).","has_prescription(P, PR) :- Patient(P), Prescription(PR).
expired_prescription(PR) :- Prescription(PR), Date(CURRENT_DATE), end_date(PR, END_DATE), END_DATE < CURRENT_DATE.","can_renew(P, PR) :- Patient(P), Prescription(PR), has_prescription(P, PR), expired_prescription(PR)."
A patient wants to find the LHCPs who earlier wrote the patient's expired prescriptions (it is assumed that the doctors who wrote prescriptions are all LHCPs so no LHCP checks on the prescription-writing doctors are needed).,"Patient(P), LHCP(L).",Prescription(PR).,"wrote_prescription(L, PR) :- LHCP(L), Prescription(PR). has_prescription(P, PR) :- Patient(P), Prescription(PR). expired(PR) :- Prescription(PR).","find_lhcps(P, L) :- Patient(P), LHCP(L), wrote_prescription(L, PR), has_prescription(P, PR), expired(PR)."
Note that the administrator is not allowed through the system interface to delete an existing entry,Administrator(A).,Entry(E).,,"can_delete(A, E) :- Administrator(A), Entry(E), false."
Note that the administrator is not allowed through the system interface to modify the reason ID number in an existing entry.,Administrator(A).,"Entry(E), ReasonID(R).","has_reason_id(E, R) :- Entry(E), ReasonID(R).","can_modify_reason_id(A, E, R) :- Administrator(A), Entry(E), ReasonID(R), not has_reason_id(E, R)."
"An HCP chooses to add  or edit  patient specific instructions,",HCP(H).,"Patient(P), Instruction(I).","has_instruction(P, I) :- Patient(P), Instruction(I).","can_add_or_edit_instruction(H, P, I) :- HCP(H), Patient(P), Instruction(I)."
An HCP chooses to document an office visit,HCP(H).,OfficeVisit(V).,"has_access(H, V) :- HCP(H), OfficeVisit(V).","can_document(H, V) :- HCP(H), OfficeVisit(V), has_access(H, V)."
An HCP chooses to modify an already documented office visit.,HCP(H).,OfficeVisit(V).,"has_documented(H, V) :- HCP(H), OfficeVisit(V).","can_modify(H, V) :- HCP(H), OfficeVisit(V), has_documented(H, V)."
"The sending HCP then chooses to save the edits, cancel the edits,",HCP(H).,Edits(E).,"has_edits(H, E) :- HCP(H), Edits(E).","can_save(H, E) :- HCP(H), Edits(E), has_edits(H, E). can_cancel(H, E) :- HCP(H), Edits(E), has_edits(H, E)."
The sending HCP then chooses to re-enter the data .,HCP(H).,Data(D).,"sends(H, D) :- HCP(H), Data(D).","can_reenter(H, D) :- HCP(H), Data(D), sends(H, D)."
"The input data, a timestamp, and the fact that the status was reported by patient representative","Patient(P), PatientRepresentative(R).","InputData(D), Timestamp(T), Status(S).","reported_by(R, S) :- PatientRepresentative(R), Status(S).","can_access_input_data(P, D, T, S) :- Patient(P), InputData(D), Timestamp(T), Status(S), reported_by(R, S)."
patient representative MID are saved.,"Patient(P), Representative(R).",MedicalID(MID).,"has_representative(P, R) :- Patient(P), Representative(R). has_medicalID(P, MID) :- Patient(P), MedicalID(MID).","can_save_medicalID(R, P, MID) :- Representative(R), Patient(P), MedicalID(MID), has_representative(P, R), has_medicalID(P, MID)."
"The system shall enable the administrator to (1) add a new entry for an appointment type, including its type name with up to 30 alpha characters and duration in the unit of minutes ,",Administrator(A).,AppointmentType(AT).,"has_permission(A, 'add_appointment_type') :- Administrator(A).","can_add_appointment_type(A, AT) :- Administrator(A), AppointmentType(AT), has_permission(A, 'add_appointment_type')."
The system shall enable the administrator to modify the duration in an existing entry .,Administrator(A).,Entry(E).,has_entry(E) :- Entry(E).,"can_modify_duration(A, E) :- Administrator(A), Entry(E), has_entry(E)."
"The input data, a timestamp, and the fact that the status was reported by case manager",CaseManager(CM).,"InputData(ID), Timestamp(T).","reported_status(CM, ID, T) :- CaseManager(CM), InputData(ID), Timestamp(T).","can_access_status(CM, ID, T) :- CaseManager(CM), InputData(ID), Timestamp(T), reported_status(CM, ID, T)."
manager MID are saved.,Manager(M).,MID(ID).,"has_mid(M, ID) :- Manager(M), MID(ID).","can_save(M, ID) :- Manager(M), MID(ID), has_mid(M, ID)."
"When viewing the calendar, the user selects an appointment from the list to read comment by clicking the 'Read Comments' link beside the row for the appointment,",User(U).,"Appointment(A), Comment(C).","has_appointment(U, A) :- User(U), Appointment(A). has_comment(A, C) :- Appointment(A), Comment(C).","can_read_comment(U, A, C) :- User(U), Appointment(A), Comment(C), has_appointment(U, A), has_comment(A, C)."
the comment for the appointment shall be displayed in a new page .,User(U).,"Appointment(A), Comment(C), Page(P).","has_comment(A, C) :- Appointment(A), Comment(C).","can_display_in_new_page(U, A, C, P) :- User(U), Appointment(A), Comment(C), Page(P), has_comment(A, C), is_new_page(P)."
"The LHCP types the subject (up to 100 characters) and the text of a message (up to 1000 characters),",LHCP(L).,Message(M).,"types_subject(L, M) :- LHCP(L), Message(M).
types_text(L, M) :- LHCP(L), Message(M).","can_type_message(L, M) :- LHCP(L), Message(M), types_subject(L, M), types_text(L, M)."
The LHCP clicks the send button.,LHCP(L).,Button(B).,"can_click(L, B) :- LHCP(L), Button(B).","click(L, B) :- LHCP(L), Button(B), can_click(L, B)."
"The patient selects the type of appointment from a pull-down menu of the existing appointment types,",Patient(P).,AppointmentType(AT).,"has_access_to(P, AT) :- Patient(P), AppointmentType(AT).","can_select(P, AT) :- Patient(P), AppointmentType(AT), has_access_to(P, AT)."
The patient enter the appointment date and start time (only a date or time equal or after the current date or time is allowed).,Patient(P).,Appointment(A).,"has_appointment(P, A) :- Patient(P), Appointment(A).","can_enter_appointment(P, A) :- Patient(P), Appointment(A), appointment_date_time(A, DateTime), current_date_time(CurrentDateTime), DateTime >= CurrentDateTime."
HCPs can return to an office visit,HCP(H).,OfficeVisit(V).,"has_visited(H, V) :- HCP(H), OfficeVisit(V).","can_return(H, V) :- HCP(H), OfficeVisit(V), has_visited(H, V)."
HCPs can modify any patient specific instruction information,HCP(H).,"Patient(P), Instruction(I).","has_instruction(P, I) :- Patient(P), Instruction(I).","can_modify(H, P, I) :- HCP(H), Patient(P), Instruction(I), has_instruction(P, I)."
HCPs can delete one or more patient specific instructions .,HCP(H).,"Instruction(I), Patient(P).","has_instruction(P, I) :- Patient(P), Instruction(I).","can_delete(H, P, I) :- HCP(H), Patient(P), Instruction(I), has_instruction(P, I)."
Upon notice of allergies possibly and possibly interactions the HCP must either choose to proceed with the prescription,HCP(H).,Drug(DR).,"has_allergy(P, DR) :- Patient(P), Drug(DR).
has_interaction(DR1, DR2) :- Drug(DR1), Drug(DR2).","can_prescribe(H, P, DR) :- HCP(H), Patient(P), Drug(DR), not has_allergy(P, DR), not has_interaction(DR, OtherDR).
proceed_with_prescription(H, P, DR) :- HCP(H), Patient(P), Drug(DR), (not has_allergy(P, DR) or not has_interaction(DR, OtherDR))."
Upon notice of allergies possibly and possibly interactions the HCP must cancel the prescription,HCP(H).,"Prescription(PR), Patient(P), Drug(DR).","has_allergy(P, DR) :- Patient(P), Drug(DR). has_interaction(DR1, DR2) :- Drug(DR1), Drug(DR2). is_prescribed(PR, P, DR) :- Prescription(PR), Patient(P), Drug(DR).","must_cancel(H, PR) :- HCP(H), Prescription(PR), Patient(P), Drug(DR), is_prescribed(PR, P, DR), (has_allergy(P, DR) ; has_interaction(DR, OtherDR))."
Upon notice of allergies possibly and possibly interactions the HCP must remain on the office visit page.,HCP(H).,OfficeVisitPage(P).,has_notice_of_allergies(H) :- HCP(H). has_notice_of_interactions(H) :- HCP(H).,"must_remain_on_page(H, P) :- HCP(H), OfficeVisitPage(P), (has_notice_of_allergies(H); has_notice_of_interactions(H))."
The user can choose any diagnosis code  and,User(U).,DiagnosisCode(DC).,,"can_choose(U, DC) :- User(U), DiagnosisCode(DC)."
The user can type in the desired patient zip code  and a start and end date .,User(U).,"Patient(P), ZipCode(Z), Date(S), Date(E).","has_zipcode(P, Z) :- Patient(P), ZipCode(Z).","can_input_data(U, P, Z, S, E) :- User(U), Patient(P), ZipCode(Z), Date(S), Date(E), has_zipcode(P, Z)."
"The patient or representative opens the message to which he or she wishes to reply ,","Patient(P), Representative(R).",Message(M).,"can_open(P, M) :- Patient(P), Message(M). can_open(R, M) :- Representative(R), Message(M).","can_reply(P, M) :- Patient(P), Message(M), can_open(P, M). can_reply(R, M) :- Representative(R), Message(M), can_open(R, M)."
The patient or representative clicks the reply link above the message text.,"Patient(P), Representative(R).","Message(M), ReplyLink(L).","is_representative_of(R, P) :- Representative(R), Patient(P).","can_click_reply_link(P, M, L) :- Patient(P), Message(M), ReplyLink(L), is_above(L, M). can_click_reply_link(R, M, L) :- Representative(R), Message(M), ReplyLink(L), is_above(L, M), is_representative_of(R, P)."
Note that the administrator is not allowed through the system interface to delete an existing entry.,Administrator(A).,Entry(E).,,"can_delete(A, E) :- Administrator(A), Entry(E), false."
Note that the administrator is not allowed through the system interface modify the hospital ID number in an existing entry.,Administrator(A).,Entry(E).,"has_hospital_id(E, HID) :- Entry(E), HospitalID(HID).","can_modify_hospital_id(A, E) :- false."
Patient MID should be the number assigned when the patient is added to the system,Patient(P).,MID(M).,"has_mid(P, M) :- Patient(P), MID(M).","assign_mid(P, M) :- Patient(P), MID(M), not has_mid(P, M)."
Patient MID cannot be edited.,User(U).,Patient(P).,has_MID(P) :- Patient(P).,"cannot_edit(U, P) :- User(U), Patient(P), has_MID(P)."
Note that the administrator is not allowed through the system interface to delete an existing entry,Administrator(A).,Entry(E).,is_existing(E) :- Entry(E).,"can_delete(A, E) :- Administrator(A), Entry(E), not is_existing(E)."
Note that the administrator is not allowed through the system interface to modify the appointment type name in an existing entry.,Administrator(A).,"AppointmentEntry(E), AppointmentTypeName(N).","has_appointment_type(E, N) :- AppointmentEntry(E), AppointmentTypeName(N).","can_modify_appointment_type_name(A, E, N) :- false. // Administrator is not allowed to modify"
"The patient or representative enters the text of the response message (up to 1000 characters) he or she wishes to send,","Patient(P), Representative(R).",Message(M).,"is_representative_of(R, P) :- Representative(R), Patient(P).","can_enter_message(P, M) :- Patient(P), Message(M), length(M) <= 1000.
can_enter_message(R, M) :- Representative(R), Message(M), length(M) <= 1000, is_representative_of(R, P)."
The patient or representative clicks the send button.,"Patient(P), Representative(R).",SendButton(B).,"is_representative_of(R, P) :- Representative(R), Patient(P).","can_click(P, B) :- Patient(P), SendButton(B). can_click(R, B) :- Representative(R), SendButton(B), is_representative_of(R, P)."
An LHCP or patient or representative can modify and save his or her message displaying filter,"LHCP(L), Patient(P), Representative(R).",MessageFilter(F).,"has_message_filter(L, F) :- LHCP(L), MessageFilter(F). has_message_filter(P, F) :- Patient(P), MessageFilter(F). has_message_filter(R, F) :- Representative(R), MessageFilter(F).","can_modify(L, F) :- LHCP(L), MessageFilter(F), has_message_filter(L, F). can_modify(P, F) :- Patient(P), MessageFilter(F), has_message_filter(P, F). can_modify(R, F) :- Representative(R), MessageFilter(F), has_message_filter(R, F). can_save(L, F) :- LHCP(L), MessageFilter(F), has_message_filter(L, F). can_save(P, F) :- Patient(P), MessageFilter(F), has_message_filter(P, F). can_save(R, F) :- Representative(R), MessageFilter(F), has_message_filter(R, F)."
An LHCP or patient or representative can view his or her message inbox  including only the messages satisfying the specified filtering criteria in the saved filter.,"LHCP(L), Patient(P), Representative(R).","Message(M), Filter(F).","has_inbox(L, M) :- LHCP(L), Message(M).
has_inbox(P, M) :- Patient(P), Message(M).
has_inbox(R, M) :- Representative(R), Message(M).
satisfies_filter(M, F) :- Message(M), Filter(F).","can_view_inbox(L, M, F) :- LHCP(L), Message(M), Filter(F), has_inbox(L, M), satisfies_filter(M, F).
can_view_inbox(P, M, F) :- Patient(P), Message(M), Filter(F), has_inbox(P, M), satisfies_filter(M, F).
can_view_inbox(R, M, F) :- Representative(R), Message(M), Filter(F), has_inbox(R, M), satisfies_filter(M, F)."
HCP must enter the MID of a patient,HCP(H).,Patient(P).,"has_MID(P, MID) :- Patient(P).","can_enter_MID(H, P, MID) :- HCP(H), Patient(P), has_MID(P, MID)."
HCP must enter or edit demographic information with the exception of the patient's security question or password according to data format 6.1.,HCP(H).,"DemographicInfo(DI), Patient(P).","has_demographic_info(P, DI) :- Patient(P), DemographicInfo(DI).","can_enter_or_edit(H, P, DI) :- HCP(H), Patient(P), DemographicInfo(DI), has_demographic_info(P, DI), not (DI = security_question), not (DI = password), format(DI, '6.1')."
The system shall enable the administrator to add a new entry for a hospital,Administrator(A).,Hospital(H).,"can_add_hospital(A, H) :- Administrator(A), Hospital(H).","add_hospital(A, H) :- can_add_hospital(A, H)."
The system shall enable the administrator to modify the hospital name in an existing entry.,Administrator(A).,"Hospital(H), Entry(E).","has_entry(H, E) :- Hospital(H), Entry(E).","can_modify_hospital_name(A, H, E) :- Administrator(A), Hospital(H), Entry(E), has_entry(H, E)."
The input data and a timestamp and the fact that the status was reported by patient representative,"Patient(P), PatientRepresentative(R).","Data(D), Timestamp(T).","reported_by(D, R) :- Data(D), PatientRepresentative(R).","can_access_status(P, D, T) :- Patient(P), Data(D), Timestamp(T), reported_by(D, R)."
patient representative MID are saved.,"Patient(P), Representative(R).",MID(M).,"has_representative(P, R) :- Patient(P), Representative(R).","can_save_mid(R, M) :- Representative(R), MID(M), has_representative(P, R)."
